τεθνηκότων,ξυμφυγόντες,μνηστηροφονίαν,καταλυομένων,εὐδαιμονιζομένων
ἡλίσκετο,διεφορεῖτο,ἔρριψα,ἐπολιορκοῦντο,κατεσπάσθη
ἄκανθα,κυνάρα,σπονδύλων,σκολιοὶ,παρήκουσα
ἔστελλε,ἔστελλεν,ἔστελλον,Κλεοπάτρᾳ,Κιβύρας
ἐπηγάγοντο,ὑπηγάγοντο,Ἀμφισσεῖς,Μολοσσοὶ,κατοικήσαντες
ἀνεψιόν,Παυσανίης,εὐμενέοντες,Μεγαβάτην,ὑὸν
ἀπόρθητος,ἀπόρθητοι,ἀπόρθητον,εὐτυχοῦσα,πόλις
ἐτησίαις,ἐτησίαι,Ὑδάσπῃ,ναυσίπορος,ἐκβολῶν
Χαρίδημον,Χαρίδημος,Κερσοβλέπτην,πράττοντʼ,ἐποιησάμεθʼ
ἀποτελουμένων,ἀποτελούμενον,γενέσεσιν,ἀστρολογία,τελουμένοις
Περσᾶν,Ἀρταμουξία,ἀτταταῖ,συναντόμενος,φιληρέτμοισι
πυρῷ,σύκῳ,ἀπήνη,αὔλιον,ἀνάρμοστον
ἀδικηθέντα,ἀδικηθέντων,ἀδικηθέντας,ἀδικηθέντες,τιμωρήσασθαι
ξύμβασις,ὑδρηναμένη,Ἀρταμουξία,ἀτταταῖ,Κατεσκευάσθω
ὑπεμείναμεν,ὑπεμείνατε,συγκλεισθέντες,ἡττηθέντι,Φερένικον
τεῳ,χρεώμενοι,ὁλκάδι,ξυμφορῇ,πλέους
εἰσορόωσιν,εἰσορόωσι,εἰσορόωσαι,εἰσορόωσα,εἰσορόωντας
Τρεβέλλιος,Ῥώσκιος,Δέλλιος,ἐστρατευμένοι,Δολοβέλλας
Ἀρταμουξία,ἀτταταῖ,ἀγελείης,στρουθοῖο,βαρβαρισμός
ἐξήλεγχεν,ἐξήλεγχον,Θεογένους,τετρακισχιλίας,ἤλεγχεν
πεπερασμένος,πεπερασμένου,πεπερασμένα,πεπερασμένον,πεπερασμένην
λαμπρός,σεμναί,ἐκκομιζομένων,σοβαρός,ἐτρύφησεν
διαφθαρέντων,φθαρέντων,διαφθαρέντας,Πολυκρίτη,πλοίων
νάσου,μαργο,ϝαλ,βο,ἀγχιμαχηταὶ
Μαυρουσίων,Βανδίλων,Μαυρουσίους,Ἰαύδας,Αὐρασίῳ
ἀντίφασις,ἀντίφασιν,ἀντιφάσεως,ἀντικειμένας,ἀποφάναι
Μίθαικος,θεραπευταί,θεραπευταὶ,ἱστοῦ,ὀψοποιίαν
φρικτὸν,φρικτὸς,ἀσταθέες,ἀνθερεῶνι,ἑτερόθροον
ὅσης,τοσαύτης,μεθʼ,εὐγνωμοσύνης,Ἄδαδος
Βεργαῖον,Εὐήμερον,Δικαιάρχου,πιστεύσαι,Πυθέᾳ
μετεποιοῦντο,ξυνίσταντο,ἀντεποιοῦντο,ὤθουν,βαλλομένων
Μνήσιππος,Μνήσιππε,Τόξαρι,Τόξαρις,θύετε
συστελλόμενον,συστελλομένων,διαστέλλεσθαι,διαστελλομένων,ταπεινούμενον
Λάκαιναι,Λάκαιναν,τίκτομεν,Περσίδες,Λάκαινα
γηλόφους,ὑπερκειμένας,ἕλη,πλωτούς,Ζάγρον
ἠδίκει,ἀπέτεισεν,Ψωφῖδα,ἀπόλοιθ,αἰσχροκερδὴς
κεφαλαλγὲς,κεφαλαλγὴς,ἀλεκτορὶς,κοπῶδες,βρομώδεις
ἀποθνῄσκουσι,ἀποθνῄσκουσιν,θνῄσκουσι,Σπαρτιᾶται,ἀποθνῄσκει
Νικομήδους,Νικομήδην,Παγκλέωνα,Νικομήδει,Μιθριδάτης
νηχομένων,νηχομένοις,νηχομένην,νηχομένῃ,νηχομένους
βασίλειοι,λῷον,θεοὶ,μελεδωνοὶ,καταγωγαὶ
μύλην,ἀναφέρονται,τρόφιμα,ταπειναῖς,ὑγιαίνουσαν
παρακαλούμενον,παρακαλούμενα,παρακαλούμενος,παρακαλουμένων,παρακαλούσης
ἀναχωρησάντων,Ἄντισσαν,ἀπέβησαν,Καρνείου,ἀναθαρσήσαντες
οὐρανίης,Οὐρανίης,κοιρανίης,Οὐρανίη,Δαρδανίης
ἀφελείᾳ,ἀφελείας,ἔννοιαι,συνουσίᾳ,ἐγκειμένη
διηποροῦντο,Τουτίλαν,κωθωνιζόμενος,ἀφροντιστήσαντες,ἐστρατοπεδευκότες
ἀγρονόμων,ἀγρονόμους,ἀγρονόμοις,ἀγρονόμος,ἀγρονόμοι
ἀκούοντι,κἀμοὶ,ἤρεσκον,ἐπιστέλλεις,κατακορεῖ
Ἀλήθεια,Ἀλήθειαν,Φιλοσοφία,εὐφραινόμενος,αἴτησαι
Ἁλιευτικῷ,Νουμήνιος,ψαμαθῖδα,μελάνουρον,κοριοειδέες
ἐπιψηφίσῃ,προέληται,ἐπιψηφίσαι,ἐπιψηφίσασθαι,δοκιμάσῃ
ἀπήγγελλε,ἀπήγγελλεν,ἥκειν,δεδόχθαι,πεπρεσβευμένων
πολέμαρχοι,πολέμαρχον,πολέμαρχος,δειπνήσαντας,συρράξαντες
ὕβρισται,προπεπηλάκισται,ἀσωτία,Λογχάτης,ζημιοῦσθαι
τιμωμένη,τιμωμένης,τιμωμένην,Ῥωξάνη,τιμωμένων
ἀμνηστία,ἀμνηστίαν,ἀπληστία,ἀμνηστίας,ἀμνηστίᾳ
εὐπόρους,ποιητικούς,ἀπόρων,ἀπόροις,ἀπόρους
συνοικειωθεὶς,Ἀκολούθει,φιληρέτμοισι,Ἀρταμουξία,λοιβαῖσι
ὀφείλεται,ἐπιζητεῖται,Ἀρτέμωνι,κέκρανται,Ἀπολινάριος
σφάζειν,σφάζων,σφάζοντες,ἀρνειὸν,ἀντιβίους
ὁμιλίᾳ,παραινέσειεν,ἀσπασάμενον,φιλανθρώπῳ,καταλιποῦσαν
Κήρινθον,Πτῷον,Θερμώδων,μαντεῖον,Πανοπέων
ἡσυχῇ,ἐμπλησθέντες,διετάραξε,ἐχρημάτιζεν,Κραννῶνι
δεδηλώκαμεν,Ἰωάσου,βίβλῳ,ἐδηλώσαμεν,δεδηλωμένων
ἀνόρουσε,ἀνόρουσεν,ἀνόρουσαν,ταφὼν,ἀπόρουσεν
νυμφίον,ὑμέναιον,νύμφην,ἐράσμιον,Ἀίδη
τῳδὶ,πέει,κινέεσθαι,ναῖκι,ποσοῖς
παρατάξεων,διατάξεων,παραταττομένων,παρατάξεως,ἐνίκησεν
ἀμοιρεῖν,ἀμοιρεῖ,λέκτρου,ἀμαθῶς,πέρυσι
παροψίδι,παροψίδων,παροψὶς,παροψίδες,ἀλλᾶς
παραφέρειν,παραφέρεσθαι,διαρραγείης,ὀκτακισμυρίους,ἐπιλαμβανόμενοι
Γοβρύης,Γοβρύεω,Ὑδάρνεα,ὁρέων,Μάγῳ
Ἀρταμουξία,ἀτταταῖ,Δελφίδα,ξας,κτάνες
ἔζων,συνεστῶτες,ἠνιῶντο,διήγομεν,λῃζόμενοι
τετελεσμένον,τετελεσμένος,ἀποτετελεσμένον,ἐξερέω,ἀξέμεν
ἀπεστεροῦντο,ἀπεστερεῖτο,ἀπεστερῆσθαι,ὑστεροῦντας,ἀπεστερημένους
νεώτεροι,πρεσβύτεροι,νεώτεροί,ἕντο,ἀποδημοῦντες
ἡμερώτερον,ἡμερώτερος,ἡμερώτεροι,ἡμερώτερα,Δανιήλῳ
καλώδιον,χαλαρῶς,ἐξένευσεν,καλῳδίῳ,ποδός
ἠρεμίαν,συμπεπληρωμένον,ἠρεμία,ἐπανήγαγον,Ἱερεμίαν
Ὀνησίκριτον,Ὀνησίκριτος,Μουσικανοῦ,Νέαρχος,Ἀλεξάνδρου
φιληδονία,ἐπιχαιρεκακία,προμηθίας,ἐπιχαιρεκακίας,ἐπιχαιρεκακίαν
ἐπικουρίαις,ξενικαῖς,ἀντιδόσεσι,πλανῶν,ἀξιώμασιν
ἐνεπλήσατο,αἰάζων,ἐνεπλήσθη,μόθος,λαπάρην
ἐσκήπτετο,κακίσας,ἀποπέμπεται,Θεοδώραν,Κλωδίαν
ψῆτταν,κεδνήν,κολοκύντην,ψῆττα,σκιαθίδες
ὁμοιωθῆναι,ὁμοιωθέντα,προελθοῦσαν,ἀπηρτημένοι,τρεφομένῳ
ποίμνην,ποίμνη,ποίμνης,αἶγας,ποιμένας
προσευχῶν,Θεῷ,Θεοῦ,προσευχόμενοι,καταξίωσον
ἐπιτευκτικούς,φιληρέτμοισι,συναντόμενος,Περσᾶν,λήγοις
ἔτεσιν,ἐπιβιοὺς,ἔτεσι,βασιλεύσας,διοικήσας
παραγεγονόσι,παραγεγονότες,παραγεγονότας,παραγεγονότος,παραγεγονέναι
αἰνιγματώδη,αἰνιγματώδεις,ἀνάειρε,δώσουσι,λήθετʼ
ἐβεβαίουν,προσέτασσον,ἀνθέξεσθαι,ἐβεβαίου,μεθήσειν
ἐγγεγραμμένου,ἐγγεγραμμένος,ἐγγεγραμμένον,ἐγγεγραμμένους,ἐγγεγραμμένοι
συμβληθείσης,Κυνέγειρον,Δημοστράτου,τριδύμους,Φενεᾶται
γαῖά,ἐρεσσομένων,ὄχους,ἐμπέπτωκέ,ἐχωρίσθησαν
θελήσαντος,σκληροτέρα,ἀλυπίᾳ,θελήσαντα,θελήσαντι
συγκεκλεισμένους,ἠλαττοῦντο,ἀπεκρούσθησαν,συνεδίωξαν,ἐπολιόρκουν
προοιμίων,προοιμίου,κωφὴ,ἀνελομένῳ,μυθολογεῖν
ἔγεμεν,ἔγεμε,διαρπαγῆς,ἔγεμον,ἐδεδοίκεισαν
νεφέλη,ἀχλύς,χθαμαλὴ,νεφέλης,ἄχεος
καταρώμενος,καταρώμενοι,ὑπερπλουτοῦντας,Θεοδότῳ,τόξα
φορείου,Λαίνας,φορείῳ,φορείοις,κατωρθωκώς
προσηύχετο,βολήν,ἀνερχόμενος,πειρασθῆναι,σταθεὶς
ἀφίετε,ὑμεῖς,δόξετε,ἐλαύνετε,ἀπιστήσαντες
ψευδώνυμος,πανδίκως,δρυοκολάπτης,σπώμενος,πτωχός
κατέναντα,κατέναντι,ἀντιόωντες,κατένασσε,λιλαιόμενος
ὑδατόεις,αἱματόεις,ὑδατόεσσαν,ὑδατόεντι,ὑδατόεντα
Καρχηδὼν,ἀργυρόποδα,ἐπιφανέσταται,δάπιδας,μητρόπολίς
ἀτέλεια,ἀτέλειαν,ἀτελείας,εἰσφοράν,εὑρημένοις
ὀρφανὰ,τριακόσιοι,μόνας,εἴκοσίν,στάδιοι
καναχὴν,καναχὴ,ἰσόμετρον,ἐμῇσι,ὠμοτάριχον
δοίδυκα,ἀποτομήν,Ἐγκέλαδον,πιννοτήρης,σικυῶν
Ζαγρῆι,ὀψιγόνῳ,πόρες,Περσῆι,φιλοσταφύλῳ
Τά,ἐπιδείξεις,καθολικῶν,ἔθυόν,ποιητικά
εἰρομένῃ,εἰρομένου,εἰρομένη,εἰρομένῳ,ἐρχομένοισιν
εὐτελέστερα,εὐτελέστεροι,εὐτελέστερον,εὐτελέστατος,εὐτελέστατα
συμβουλευσάντων,ἐπιβουλευσάντων,συνεβούλευσεν,συμβουλεύσαντας,παροινήσας
ποίησʼ,Ἴθακος,θρῆνυς,ἐπισπεῖν,ἀργυρέῳ
παντελοῦς,ἐντελοῦς,κατορθωσάντων,φρονήσεως,ἀγγέλων
Ἀρταμουξία,ἀτταταῖ,σί,λοιβαῖσι,ἀνασχετά
καθέξων,καθέξω,Ἐρώτα,Περσᾶν,ἀγχιμαχηταὶ
συνεβούλευσα,συνεβούλευσαν,συνεβούλευσας,ἐβούλευσαν,συνεβούλευσεν
ἐπιφερόμενος,ἐπιφερόμενοι,ἀπελεύσῃ,Χαιρέστρατον,συναρπάσας
ἐκεῖθεν,κἀκεῖθεν,εἰς,κακκάβην,καταπλεύσας
Ἀρταμουξία,Ἀκολούθει,Ἀριστοφάνην,καλλιώνυμον,Ἀπολιπούσῃ
ἀφίεσθαι,διαμένοντας,ἐκπληρώσῃ,φυλακείων,βάλλεσθαι
τιτθὴν,ἐκφορῆσαι,παιδαγωγόν,συγκόψαι,Δικαιογένους
παραὶ,ἐτράπετʼ,ἅμαρτε,ἠρήσαντο,αἶπος
ποιμνίου,καταπτάμενος,ἐπουράνιος,Γανύμηδες,ποιμνίοις
περιτιθέντες,περιτιθέναι,ἐπιτιθέντες,περιτιθέασιν,περιτιθέασι
Μουσαῖος,Μουσαῖον,Θάμυρις,Ὀρφεὺς,ἐκφέροντες
ὑβρισθέντα,ἀπηντημένων,ἐκινδύνευσαν,μεταστάντας,ἀτταταῖ
ἰαθῆναι,ἀντάξιος,Ἀσκληπιαδῶν,παροιχομένων,ὕδρου
ἑσπερίου,ἑσπερίους,ἑσπερίοις,ἑσπερίων,Ἀραβίου
θρῃσκεύειν,θρῃσκείᾳ,ἐγχειροῦντες,ἐπιτελουμένας,ἀνάγκην
νυστάζειν,νυστάζοντα,καταδαρθεῖν,νυστάζων,Μητροβίου
ἁρπάσαντας,ἁρπάσαντες,ἁρπάσαντα,Κορίνθιαι,ἀναρπάσαντες
πέτροις,Τυφωέος,κατέαξαν,ἀκταῖσιν,ἔβαλλον
ὠθεῖτο,ὠθεῖται,ἀποπηδήσας,Σαλουιδιηνὸς,Οὐαλέριος
ἀποσταίην,κατασταίην,διαλύσω,Κύδωνι,χρήσαιτό
μήκιστος,ἀπογεύσαιτο,Κουμανὸς,πάρεσις,ἐξίσχοντα
ὀκτακισχιλίων,ὀκτακισχιλίοις,ὀκτακισχιλίους,τετρακισχιλίων,ἑξακισχιλίων
τετράδας,τετράδα,γυμνάζοντες,οἰκεομένην,ἀθλητοῦ
πόλεσί,θάκους,διειλημμένη,ὀνομασθῆναί,Ποσειδῶνα
ἐνάτης,πρυτανείας,πρυτανείαν,τεσσαρακοστῆς,προστιμηθῇ
σχολάζοντες,εὐτελέστεροι,σχολάζοντας,ἐπιστεύθησαν,σχολάζοντος
ἀφαιρέσεως,προσθέσεως,ἀφαιρέσεις,ἀφαιρέσει,περικοπῆς
ἀφορίζοντες,οἱ,στερεοί,εἰσὶ,τεθηλυσμένοι
μαχιμώτατοί,καυχήσομαι,συναντόμενος,ἐπισφαλής,σβέσαν
Ἀρταμουξία,βαιοί,ἔπειραν,ἀγχονίῳ,βάκκαριν
μαίνομαι,ᾄδουσα,τετύφωμαι,ὑβρισθείς,ὑπάγω
αἰσχροῖς,νείκεσσεν,ὀνείδεσιν,ἀμφιδέξιος,ἔπεσσιν
συμποσίῳ,γεγάμηκας,ἄγυρις,Θεσσαλῷ,προὔπιε
συμπρεσβύτερον,τιμιότητί,συμπρεσβύτερος,τιμιότητι,ποθεινοτάτου
ἐργάζοντο,ἐποιέοντο,ἐσέπιπτον,ἐποιεῦντο,ἐργάζονται
Μαλιακὸν,Κορινθιακὸν,Ἀμβρακικοῦ,Κρισαίου,Κήναιον
διεληλυθότες,μεταβιβάσομεν,διαλαμβάνομεν,Κατεσκευάσθω,συντελεσθέντα
συνέδροις,ἔδοξε,Ἀμφικτυονίας,προέδροις,ἐσκέπτετο
ἀποπνίγομαι,ἰχθυοπώλας,κάκιστ,ῥίψῃς,ἐρωτήσῃς
εὐπαράγωγος,εὐπαράγωγον,ξυνεχώρει,συμπέρασμα,καταναγκάζειν
ἐμπεσόντες,κατέπεσον,ἀνατρέψαντες,ἀνέπλησαν,κατεδίωξαν
ἰδιωτικός,στρατιωτικός,ἐρωτικός,ἰδιωτικόν,διαλεκτικός
κερόεντι,κερόεντος,κερόεις,κερόεσσαν,κερόεσσα
δυάς,δυὰς,δυάδων,τριὰς,δυάδος
παρόδους,φυλαττομένας,Πύλας,δυσχωρίας,προκαταλαμβάνεσθαι
ἐπιτευκτικούς,ἀγχιμαχηταὶ,ἀσύμφωνοι,Περσᾶν,ἰατρεῖαι
